04088DAF,04088DAE
04088DB1,00000000
04088DB2,04088DB1
04088DB3,04088DB2
04088DB4,04088DB3
04088DB5,04088DB4
04088DB6,04088DB5
04088DB8,00000000
04088DB9,04088DB8
04088DBA,04088DB9
04088DBB,04088DBA
04088DBC,04088DBB
04088DBD,04088DBC
04088DBE,04088DBD
04088DBF,04088DBE
04088DC0,04088DBF
04088DC1,04088DC0
04088DC2,04088DC1
04088DC3,04088DC2
04088DC4,04088DC3
04088DC5,04088DC4
04088DC6,04088DC5
04088DC7,04088DC6
04088DC8,04088DC7
04088DC9,04088DC8
04088DCA,04088DC9
04088DCB,04088DCA
04088DCC,04088DCB
04088DCD,04088DCC
04088DCF,00000000
04088DD1,00000000
04088DD2,04088DD1
04088DD3,04088DD2
04088DD4,04088DD3
04088DD5,04088DD4
04088DD6,04088DD5
04088DD7,04088DD6
04088DD8,04088DD7
04088DDF,00000000
04088DE0,04088DDF
04088DDA,04088DE0
04088DDB,04088DDA
04088DF3,00000000
04088DF4,04088DF3
04088DF5,04088DF4
04088DE7,04088DF5
04088DE8,04088DE7
04088DE9,04088DE8
04088DE2,04088DE9
04088E05,00000000
04088DF7,04088E05
04088DF8,04088DF7
04088DF9,04088DF8
04088DFA,04088DF9
04088DFB,04088DFA
04088DFC,04088DFB
04088DFD,04088DFC
04088DFE,04088DFD
04088DFF,04088DFE
04088E00,04088DFF
04088E07,00000000
04088E09,00000000
04088E16,00000000
04088E0F,04088E16
04088E10,04088E0F
04088E11,04088E10
04088E12,04088E11
04088E0B,04088E12
04088E0C,04088E0B
04088E2B,00000000
04088E2C,04088E2B
04088E2D,04088E2C
04088E2E,04088E2D
04088E2F,04088E2E
04088E30,04088E2F
04088E31,04088E30
04088E32,04088E31
04088E33,04088E32
04088E34,04088E33
04088E35,04088E34
04088E36,04088E35
04088E37,04088E36
04088E38,04088E37
04088E39,04088E38
04088E3A,04088E39
04088E3B,04088E3A
04088E3C,04088E3B
04088E3D,04088E3C
04088E3E,04088E3D
04088E3F,04088E3E
04088E40,04088E3F
04088E41,04088E40
04088E42,04088E41
04088E43,04088E42
04088E44,04088E43
04088E45,04088E44
04088E46,04088E45
04088E47,04088E46
04088E48,04088E47
04088E49,04088E48
04088E4A,04088E49
04088E4B,04088E4A
04088E4C,04088E4B
04088E4D,04088E4C
04088E4E,04088E4D
04088E4F,04088E4E
04088E50,04088E4F
04088E51,04088E50
04088E52,04088E51
04088E53,04088E52
04088E54,04088E53
04088E55,04088E54
04088E56,04088E55
04088E23,04088E56
04088E24,04088E23
04088E25,04088E24
04088E26,04088E25
04088E27,04088E26
04088E18,04088E27
04088E19,04088E18
04088E1A,04088E19
04088E1B,04088E1A
04088E1C,04088E1B
04088E1D,04088E1C
04088E1E,04088E1D
04088E1F,04088E1E
04088E58,00000000
04088E59,04088E58
04088E5E,00000000
04088E5B,04088E5E
04088E5C,04088E5B
04088E60,00000000
04088E61,04088E60
04088E62,04088E61
04088E63,04088E62
04088E64,04088E63
04088E65,04088E64
04088E66,04088E65
04088E68,00000000
04088E6F,00000000
04088E6A,04088E6F
04088E6B,04088E6A
04088E71,00000000
04088E72,04088E71
04088E73,04088E72
04088E74,04088E73
04088E75,04088E74
04088E76,04088E75
04088E77,04088E76
04088E78,04088E77
04088E79,04088E78
04088E7A,04088E79
04088E92,00000000
04088E93,04088E92
04088E95,00000000
04088E96,04088E95
04088E97,04088E96
04088E98,04088E97
04088E99,04088E98
04088E9A,04088E99
04088E9B,04088E9A
04088E9C,04088E9B
04088E9D,04088E9C
04088E9E,04088E9D
04088E9F,04088E9E
04088EA1,00000000
04088EA2,04088EA1
04088EA3,04088EA2
04088EA4,04088EA3
04088EA5,04088EA4
04088EA6,04088EA5
04088EA7,04088EA6
04088EA8,04088EA7
04088EA9,04088EA8
04088EAA,04088EA9
04088EAB,04088EAA
04088EAC,04088EAB
04088EAD,04088EAC
04088EAE,04088EAD
04088EAF,04088EAE
04088EB0,04088EAF
04088EB1,04088EB0
04088EB2,04088EB1
04088EB3,04088EB2
04088EB4,04088EB3
04088EB5,04088EB4
04088EBC,00000000
04088EBD,04088EBC
04088EBE,04088EBD
04088EB7,04088EBE
04088EB8,04088EB7
04088EB9,04088EB8
04088EC0,00000000
04088EC1,04088EC0
04088EC3,00000000
04088EC4,04088EC3
04088EC5,04088EC4
04088EC7,00000000
04088EC8,04088EC7
04088ECA,00000000
04088ECB,04088ECA
04088ECC,04088ECB
04088ECD,04088ECC
04088ECE,04088ECD
04088ECF,04088ECE
04088ED0,04088ECF
04088ED2,00000000
04088ED3,04088ED2
04088ED4,04088ED3
04088ED6,00000000
04088ED7,04088ED6
04088ED8,04088ED7
04088ED9,04088ED8
04088EE0,00000000
04088EE1,04088EE0
04088EE2,04088EE1
04088EE3,04088EE2
04088EE4,04088EE3
04088EE5,04088EE4
04088EE6,04088EE5
04088EE7,04088EE6
04088EE8,04088EE7
04088EE9,04088EE8
04088EEA,04088EE9
04088EEB,04088EEA
04088EEC,04088EEB
04088EED,04088EEC
04088EDB,04088EED
04088EDC,04088EDB
04088EDD,04088EDC
04088EF5,00000000
04088EF6,04088EF5
04088EEF,04088EF6
04088EF0,04088EEF
04088EF8,00000000
04088EF9,04088EF8
04088EFA,04088EF9
04088EFB,04088EFA
04088EFC,04088EFB
04088EFE,00000000
04088EFF,04088EFE
04088F00,04088EFF
04088F02,00000000
04088F03,04088F02
04088F04,04088F03
04088F05,04088F04
04088F06,04088F05
04088F07,04088F06
04088F08,04088F07
04088F09,04088F08
04088F0A,04088F09
04088F0B,04088F0A
04088F2D,00000000
04088F2E,04088F2D
04088F22,04088F2E
04088F23,04088F22
04088F24,04088F23
04088F25,04088F24
04088F26,04088F25
04088F27,04088F26
04088F28,04088F27
04088F29,04088F28
04088F10,04088F29
04088F11,04088F10
04088F12,04088F11
04088F13,04088F12
04088F14,04088F13
04088F15,04088F14
04088F16,04088F15
04088F17,04088F16
04088F18,04088F17
04088F19,04088F18
04088F1A,04088F19
04088F1B,04088F1A
04088F1C,04088F1B
04088F1D,04088F1C
04088F1E,04088F1D
04088F30,00000000
04088F39,00000000
04088F3A,04088F39
04088F3B,04088F3A
04088F3C,04088F3B
04088F3D,04088F3C
04088F3E,04088F3D
04088F3F,04088F3E
04088F36,04088F3F
04088F37,04088F36
04088F32,04088F37
04088F33,04088F32
04088F4F,00000000
04088F4B,04088F4F
04088F4C,04088F4B
04088F4D,04088F4C
04088F45,04088F4D
04088F46,04088F45
04088F47,04088F46
04088F48,04088F47
04088F41,04088F48
04088F42,04088F41
04088F51,00000000
04088F52,04088F51
04088F53,04088F52
04088F54,04088F53
04088F55,04088F54
04088F56,04088F55
04088F57,04088F56
04088F58,04088F57
04088F59,04088F58
04088F5B,00000000
04088F5C,04088F5B
04088F5E,00000000
04088F5F,04088F5E
04088F60,04088F5F
04088F61,04088F60
04088F62,04088F61
04088F63,04088F62
04088F64,04088F63
04088F65,04088F64
04088F66,04088F65
04088F67,04088F66
04088F68,04088F67
04088F69,04088F68
04088F6A,04088F69
04088F6B,04088F6A
04088F6C,04088F6B
04088F6D,04088F6C
04088F6E,04088F6D
04088F6F,04088F6E
04088F70,04088F6F
04088F71,04088F70
04088F72,04088F71
04088F73,04088F72
04088F74,04088F73
04088F76,00000000
04088F77,04088F76
04088F78,04088F77
04088F79,04088F78
04088F7A,04088F79
04088F7C,00000000
04088F7E,00000000
04088F7F,04088F7E
04088F80,04088F7F
04088F81,04088F80
04088F82,04088F81
04088F83,04088F82
04088F84,04088F83
04088F85,04088F84
04088F86,04088F85
04088F87,04088F86
04088F88,04088F87
04088F89,04088F88
04088F8A,04088F89
04088F8B,04088F8A
04088F8D,00000000
04088F8E,04088F8D
04088F8F,04088F8E
04088F90,04088F8F
04088F91,04088F90
04088F92,04088F91
04088F93,04088F92
04088F94,04088F93
04088F95,04088F94
04088F96,04088F95
04088F9C,00000000
04088F9D,04088F9C
04088F99,04088F9D
04088F9F,00000000
04088FA0,04088F9F
04088FA1,04088FA0
04088FA2,04088FA1
04088FA3,04088FA2
04088FA4,04088FA3
04088FA5,04088FA4
04088FA6,04088FA5
04088FA7,04088FA6
04088FA8,04088FA7
04088FA9,04088FA8
04088FAD,00000000
04088FC6,00000000
04088FC7,04088FC6
04088FC8,04088FC7
04088FC9,04088FC8
04088FCA,04088FC9
04088FC3,04088FCA
04088FC4,04088FC3
04088FBF,04088FC4
04088FC0,04088FBF
04088FB7,04088FC0
04088FB8,04088FB7
04088FB9,04088FB8
04088FBA,04088FB9
04088FAF,04088FBA
04088FB0,04088FAF
04088FB1,04088FB0
04088FB2,04088FB1
04088FB3,04088FB2
04088FE4,00000000
04088FD9,04088FE4
04088FDA,04088FD9
04088FDB,04088FDA
04088FDC,04088FDB
04088FDD,04088FDC
04088FDE,04088FDD
04088FDF,04088FDE
04088FE0,04088FDF
04088FE1,04088FE0
04088FCF,04088FE1
04088FD0,04088FCF
04088FD1,04088FD0
04088FD2,04088FD1
04088FD3,04088FD2
04088FD4,04088FD3
04088FD5,04088FD4
04088FD6,04088FD5
04088FD7,04088FD6
04088FF1,00000000
04088FF2,04088FF1
04088FE6,04088FF2
04088FE7,04088FE6
04088FE8,04088FE7
04088FF4,00000000
04088FF5,04088FF4
04088FF6,04088FF5
04088FF7,04088FF6
04088FF8,04088FF7
04088FF9,04088FF8
04088FFA,04088FF9
04088FFB,04088FFA
04088FFD,00000000
04088FFF,00000000
04089001,00000000
04089002,04089001
04089004,00000000
04089005,04089004
04089006,04089005
04089007,04089006
04089008,04089007
04089009,04089008
0408900A,04089009
0408900B,0408900A
0408900C,0408900B
0408900D,0408900C
0408900F,00000000
04089010,0408900F
04089011,04089010
04089012,04089011
04089013,04089012
04089014,04089013
04089025,00000000
04089026,04089025
04089027,04089026
04089028,04089027
04089029,04089028
04089022,04089029
0408901F,04089022
0408901C,0408901F
04089019,0408901C
04089016,04089019
0408902B,00000000
0408902C,0408902B
0408902D,0408902C
04089050,00000000
04089051,04089050
04089052,04089051
04089053,04089052
04089054,04089053
04089055,04089054
04089056,04089055
04089057,04089056
04089058,04089057
04089048,04089058
04089049,04089048
0408904A,04089049
0408904B,0408904A
0408904C,0408904B
0408904D,0408904C
04089046,0408904D
04089041,04089046
04089042,04089041
04089043,04089042
04089044,04089043
04089033,04089044
04089034,04089033
04089035,04089034
04089036,04089035
04089037,04089036
04089038,04089037
04089039,04089038
0408903A,04089039
0408903B,0408903A
0408903C,0408903B
04089065,00000000
04089066,04089065
04089067,04089066
04089068,04089067
04089069,04089068
0408905A,04089069
0408905B,0408905A
0408905C,0408905B
0408905D,0408905C
04089072,00000000
0408906B,04089072
0408906C,0408906B
0408906D,0408906C
0408906E,0408906D
0408906F,0408906E
04089085,00000000
0408907E,04089085
0408907F,0408907E
04089080,0408907F
04089081,04089080
04089082,04089081
04089083,04089082
04089074,04089083
04089075,04089074
04089076,04089075
04089077,04089076
04089078,04089077
04089079,04089078
0408907A,04089079
04089094,00000000
04089089,04089094
0408908A,04089089
0408908B,0408908A
0408908C,0408908B
0408908D,0408908C
0408908E,0408908D
040890A3,00000000
040890A4,040890A3
04089096,040890A4
04089097,04089096
04089098,04089097
04089099,04089098
0408909A,04089099
0408909B,0408909A
0408909C,0408909B
0408909D,0408909C
0408909E,0408909D
0408909F,0408909E
040890A0,0408909F
040890A1,040890A0
040890AC,00000000
040890A6,040890AC
040890A7,040890A6
040890A8,040890A7
040890A9,040890A8
040890AE,00000000
040890AF,040890AE
040890B0,040890AF
040890B1,040890B0
040890B2,040890B1
040890B3,040890B2
040890B5,00000000
040890B6,040890B5
040890B7,040890B6
040890B8,040890B7
040890B9,040890B8
040890BA,040890B9
040890BC,00000000
040890BD,040890BC
040890BE,040890BD
040890BF,040890BE
040890C0,040890BF
040890C1,040890C0
040890CE,00000000
040890CF,040890CE
040890D0,040890CF
040890D2,00000000
040890D3,040890D2
040890D4,040890D3
040890D5,040890D4
040890D6,040890D5
040890D8,00000000
040890DA,00000000
040890DB,040890DA
040890DC,040890DB
040890DD,040890DC
040890DE,040890DD
040890E8,00000000
040890E9,040890E8
040890EA,040890E9
040890EB,040890EA
040890EC,040890EB
040890ED,040890EC
040890E0,040890ED
040890E1,040890E0
040890E2,040890E1
040890E3,040890E2
040890E4,040890E3
040890E5,040890E4
040890E6,040890E5
040890FB,00000000
040890FC,040890FB
040890EF,040890FC
040890F0,040890EF
040890F1,040890F0
040890F2,040890F1
040890F3,040890F2
040890F4,040890F3
040890F5,040890F4
040890F6,040890F5
040890F7,040890F6
040890F8,040890F7
04089103,00000000
040890FE,04089103
040890FF,040890FE
04089100,040890FF
04089105,00000000
04089106,04089105
04089107,04089106
04089108,04089107
04089113,00000000
04089114,04089113
04089115,04089114
04089116,04089115
04089117,04089116
04089118,04089117
04089119,04089118
0408911A,04089119
0408911B,0408911A
0408911C,0408911B
0408911D,0408911C
0408911E,0408911D
0408910A,0408911E
0408910B,0408910A
0408910C,0408910B
04089121,00000000
04089122,04089121
04089124,00000000
04089125,04089124
04089139,00000000
0408913A,04089139
04089135,0408913A
04089133,04089135
0408912E,04089133
0408912F,0408912E
04089127,0408912F
04089128,04089127
04089129,04089128
0408912A,04089129
0408913C,00000000
0408913D,0408913C
0408913F,00000000
04089141,00000000
04089143,00000000
04089145,00000000
04089146,04089145
04089147,04089146
04089148,04089147
04089149,04089148
0408914A,04089149
0408914B,0408914A
0408914D,00000000
0408914E,0408914D
0408914F,0408914E
04089150,0408914F
04089151,04089150
04089152,04089151
04089154,00000000
04089155,04089154
04089156,04089155
04089157,04089156
04089158,04089157
04089159,04089158
0408915A,04089159
0408915C,00000000
0408915E,00000000
0408915F,0408915E
04089160,0408915F
04089161,04089160
04089162,04089161
04089163,04089162
04089165,00000000
04089166,04089165
04089167,04089166
04089168,04089167
04089169,04089168
0408916A,04089169
0408916C,00000000
0408916D,0408916C
0408916E,0408916D
0408916F,0408916E
04089170,0408916F
04089171,04089170
04089172,04089171
04089173,04089172
04089174,04089173
04089175,04089174
04089177,00000000
04089178,04089177
04089179,04089178
0408917A,04089179
0408917B,0408917A
0408917C,0408917B
0408917E,00000000
0408917F,0408917E
04089180,0408917F
04089181,04089180
04089182,04089181
04089183,04089182
04089184,04089183
04089185,04089184
04089186,04089185
04089187,04089186
04089188,04089187
04089189,04089188
0408918B,00000000
0408918D,00000000
0408918F,00000000
04089190,0408918F
04089191,04089190
04089192,04089191
04089194,00000000
04089195,04089194
04089196,04089195
04089197,04089196
04089199,00000000
0408919A,04089199
0408919B,0408919A
0408919C,0408919B
0408919E,00000000
040891A0,00000000
040891A1,040891A0
040891A2,040891A1
040891A3,040891A2
040891A4,040891A3
040891A5,040891A4
040891A6,040891A5
040891A7,040891A6
040891A8,040891A7
040891A9,040891A8
040891AA,040891A9
040891AB,040891AA
040891AC,040891AB
040891AD,040891AC
040891AE,040891AD
040891AF,040891AE
040891B1,00000000
040891B2,040891B1
040891B3,040891B2
040891B4,040891B3
040891B5,040891B4
040891B6,040891B5
040891B7,040891B6
040891B8,040891B7
040891B9,040891B8
040891BA,040891B9
040891BB,040891BA
040891BD,00000000
040891BF,00000000
040891C1,00000000
040891C2,040891C1
040891C4,00000000
040891C5,040891C4
040891C6,040891C5
040891C7,040891C6
040891C8,040891C7
040891C9,040891C8
040891CA,040891C9
040891CB,040891CA
040891CD,00000000
040891DD,00000000
040891DE,040891DD
040891DF,040891DE
040891E0,040891DF
040891D3,040891E0
040891D4,040891D3
040891D5,040891D4
040891D6,040891D5
040891D7,040891D6
040891D8,040891D7
040891D9,040891D8
040891CF,040891D9
040891F6,00000000
040891EF,040891F6
040891F0,040891EF
040891F1,040891F0
040891F2,040891F1
040891F3,040891F2
040891F4,040891F3
040891E2,040891F4
040891E3,040891E2
040891E4,040891E3
040891E5,040891E4
040891E6,040891E5
040891E7,040891E6
040891E8,040891E7
040891E9,040891E8
040891EA,040891E9
040891EB,040891EA
040891EC,040891EB
040891ED,040891EC
04089209,00000000
0408920A,04089209
0408920B,0408920A
0408920C,0408920B
0408920D,0408920C
040891FC,0408920D
040891FD,040891FC
040891FE,040891FD
040891FF,040891FE
04089200,040891FF
04089201,04089200
04089202,04089201
040891F8,04089202
040891F9,040891F8
0408920F,00000000
04089210,0408920F
04089211,04089210
04089212,04089211
04089214,00000000
04089215,04089214
04089216,04089215
04089218,00000000
04089219,04089218
0408921A,04089219
0408921B,0408921A
0408921D,00000000
0408921E,0408921D
04089220,00000000
04089221,04089220
04089222,04089221
04089223,04089222
04089224,04089223
04089225,04089224
04089226,04089225
04089227,04089226
04089229,00000000
0408922A,04089229
0408922B,0408922A
0408922C,0408922B
0408922D,0408922C
0408922E,0408922D
0408922F,0408922E
04089230,0408922F
04089232,00000000
04089234,00000000
04089252,00000000
04089253,04089252
04089254,04089253
0408924A,04089254
04089247,0408924A
04089238,04089247
04089239,04089238
0408923A,04089239
0408923B,0408923A
0408923C,0408923B
0408923D,0408923C
0408923E,0408923D
0408923F,0408923E
04089240,0408923F
04089241,04089240
04089242,04089241
04089243,04089242
04089244,04089243
04089256,00000000
04089257,04089256
0408925B,00000000
0408925C,0408925B
0408925D,0408925C
0408925E,0408925D
0408925F,0408925E
04089260,0408925F
04089262,00000000
04089263,04089262
04089264,04089263
04089265,04089264
04089266,04089265
04089267,04089266
04089268,04089267
04089269,04089268
0408926A,04089269
0408926B,0408926A
0408926C,0408926B
0408926D,0408926C
04089273,00000000
04089274,04089273
04089275,04089274
04089276,04089275
04089277,04089276
04089278,04089277
0408926F,04089278
04089270,0408926F
04089271,04089270
0408927A,00000000
0408927B,0408927A
0408927C,0408927B
0408927D,0408927C
0408927E,0408927D
04089280,00000000
04089281,04089280
04089282,04089281
04089283,04089282
04089284,04089283
04089285,04089284
04089286,04089285
04089287,04089286
04089288,04089287
04089289,04089288
0408928F,00000000
04089290,0408928F
04089291,04089290
04089292,04089291
04089293,04089292
04089294,04089293
04089295,04089294
0408928B,04089295
04089297,00000000
04089298,04089297
04089299,04089298
0408929A,04089299
0408929B,0408929A
0408929C,0408929B
0408929D,0408929C
0408929F,00000000
040892A0,0408929F
040892A1,040892A0
040892B0,00000000
040892B1,040892B0
040892B2,040892B1
040892B3,040892B2
040892A3,040892B3
040892A4,040892A3
040892A5,040892A4
040892A6,040892A5
040892A7,040892A6
040892A8,040892A7
040892A9,040892A8
040892AA,040892A9
040892AB,040892AA
040892AC,040892AB
040892B5,00000000
040892B7,00000000
040892B9,00000000
040892BA,040892B9
040892BB,040892BA
040892BC,040892BB
040892BD,040892BC
040892BE,040892BD
040892BF,040892BE
040892C0,040892BF
040892C2,00000000
040892C3,040892C2
040892C4,040892C3
040892C5,040892C4
040892C6,040892C5
040892C7,040892C6
040892C8,040892C7
040892CA,00000000
040892CB,040892CA
040892CC,040892CB
040892CD,040892CC
040892CF,00000000
040892D0,040892CF
040892D1,040892D0
040892D2,040892D1
040892D3,040892D2
040892D4,040892D3
040892D5,040892D4
040892D6,040892D5
040892D7,040892D6
040892DA,00000000
040892DB,040892DA
040892DC,040892DB
040892DD,040892DC
040892DE,040892DD
040892DF,040892DE
040892E0,040892DF
040892E1,040892E0
040892E2,040892E1
040892E3,040892E2
040892E8,00000000
040892E9,040892E8
040892EA,040892E9
040892EB,040892EA
040892EC,040892EB
040892ED,040892EC
040892EE,040892ED
040892EF,040892EE
040892F0,040892EF
040892F1,040892F0
040892F2,040892F1
040892F3,040892F2
040892F4,040892F3
040892E5,040892F4
040892F6,00000000
040892F7,040892F6
040892F8,040892F7
040892F9,040892F8
040892FA,040892F9
040892FC,00000000
040892FD,040892FC
040892FE,040892FD
040892FF,040892FE
04089300,040892FF
04089302,00000000
04089303,04089302
04089304,04089303
04089305,04089304
04089306,04089305
0408931A,00000000
0408931B,0408931A
04089311,0408931B
04089312,04089311
04089313,04089312
04089314,04089313
04089315,04089314
04089316,04089315
04089308,04089316
04089309,04089308
0408930A,04089309
0408930B,0408930A
0408930C,0408930B
04089320,00000000
04089321,04089320
0408931D,04089321
04089323,00000000
04089324,04089323
04089325,04089324
04089326,04089325
04089327,04089326
04089328,04089327
0408932A,00000000
0408932B,0408932A
0408932C,0408932B
0408932D,0408932C
0408932E,0408932D
04089330,00000000
04089331,04089330
04089332,04089331
04089333,04089332
04089334,04089333
04089345,00000000
04089346,04089345
0408933C,04089346
0408933D,0408933C
0408933E,0408933D
0408933F,0408933E
04089340,0408933F
04089341,04089340
04089336,04089341
04089337,04089336
0408934D,00000000
0408934E,0408934D
04089348,0408934E
04089349,04089348
04089350,00000000
04089351,04089350
04089352,04089351
04089353,04089352
04089354,04089353
04089355,04089354
04089356,04089355
04089363,00000000
04089358,04089363
04089359,04089358
0408935A,04089359
0408935B,0408935A
0408935C,0408935B
0408935D,0408935C
0408935E,0408935D
0408935F,0408935E
04089360,0408935F
04089370,00000000
0408936B,04089370
0408936C,0408936B
0408936D,0408936C
04089365,0408936D
04089366,04089365
04089367,04089366
04089368,04089367
04089372,00000000
04089373,04089372
04089374,04089373
04089375,04089374
04089376,04089375
04089377,04089376
04089379,00000000
0408938E,00000000
0408938F,0408938E
04089390,0408938F
04089391,04089390
04089392,04089391
04089393,04089392
0408938A,04089393
